fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,winner,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,time_format,weight_class,date,location
09b91014bd88f815,Su Mudaerji,3cf18e01cb6cbde3,Andre Soukhamthath,d0e50a3d1b250708,Su Mudaerji,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
8182dbc752c71137,Junyong Park,285ae0b4a68221f4,Anthony Hernandez,093e1f5bb73850be,Anthony Hernandez,Submission,2,4:39,3 Rnd (5-5-5),Middleweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
5f900e4437e079b3,Yanan Wu,fdbefee0827e1567,Mizuki Inoue,43a59ce3bb40449e,Mizuki Inoue,Decision - Split,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
676561d9690ce31d,Kenan Song,32490e80ddab1e5a,Derrick Krantz,714e1e0681ddb703,Kenan Song,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
b07188063c49b755,Kai Kara-France,853eb0dd5c0e2149,Mark De La Rosa,f57dd0bfa8c17813,Kai Kara-France,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Flyweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
55480808b1fa1f9c,Jingliang Li,e64b96c07d7ce999,Elizeu Zaleski dos Santos,8adcbd525fab8d9b,Jingliang Li,KO/TKO,3,4:51,3 Rnd (5-5-5),Welterweight Bout,"August 31, 2019","Shenzhen, Guangdong, China"
357cf8a9b6737625,Jessica Andrade,6a1901c62ab3870f,Weili Zhang,1ebe20ebbfa15e29,Weili Zhang,KO/TKO,1,0:42,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,"August 31, 2019","Shenzhen, Guangdong, China"
445d0d44091b902a,Kyung Ho Kang,a7897d200692ab64,Brandon Davis,cc351e408bbb7d43,Kyung Ho Kang,Decision - Split,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"August 17, 2019","Anaheim, California, USA"
8ebd6e9d41a51e31,Hannah Cifers,2244d9a2b64b8c3b,Jodie Esquibel,411539901068522f,Hannah Cifers,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"August 17, 2019","Anaheim, California, USA"
29de6ddc42a2e674,Manny Bermudez,2dc1bc1a02961656,Casey Kenney,e7bba7ce4d6c7b07,Casey Kenney,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Catch Weight Bout,"August 17, 2019","Anaheim, California, USA"
25e1d17d072227c6,Christos Giagos,de45aaae23dfa392,Drakkar Klose,7cbf7c78d3b34218,Drakkar Klose,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"August 17, 2019","Anaheim, California, USA"
fba7d6a42f137938,Raphael Assuncao,2f13e4020cea5b38,Cory Sandhagen,65f09bacd3957381,Cory Sandhagen,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"August 17, 2019","Anaheim, California, USA"
2671de30a1736f51,Devonte Smith,207773daeb4afa7b,Khama Worthy,78e501478a36a018,Khama Worthy,KO/TKO,1,4:15,3 Rnd (5-5-5),Lightweight Bout,"August 17, 2019","Anaheim, California, USA"
ea43a5fe4ff9a3c4,Gabriel Benitez,436f970c9ea9169c,Sodiq Yusuff,94426bb170c88115,Sodiq Yusuff,KO/TKO,1,4:14,3 Rnd (5-5-5),Featherweight Bout,"August 17, 2019","Anaheim, California, USA"
2eb56023c4a54504,Derek Brunson,b1a3e0aca758b322,Ian Heinisch,2e585c701f72fe55,Derek Brunson,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"August 17, 2019","Anaheim, California, USA"
3e16a71836e85212,Yoel Romero,f77c68bb4be8516d,Paulo Costa,2e5c2aa8e4ab9d82,Paulo Costa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"August 17, 2019","Anaheim, California, USA"
f2ce79565c0820dd,Anthony Pettis,cbb682f5fcc44bfc,Nate Diaz,8355922d564b152c,Nate Diaz,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"August 17, 2019","Anaheim, California, USA"
6921344f8e706d0f,Daniel Cormier,d967f0128c323de6,Stipe Miocic,d28dee5c705991df,Stipe Miocic,KO/TKO,4,4:09,5 Rnd (5-5-5-5-5),UFC Heavyweight Title Bout,"August 17, 2019","Anaheim, California, USA"
975159720cfd0103,Kazula Vargas,ec18eb918121787c,Alex Da Silva,c3ded6f7155f9ea4,Alex Da Silva,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"August 10, 2019","Montevideo, Uruguay"
4c489b3c9d14cbc9,Geraldo de Freitas,9cfbfae5fa1fdd93,Chris Gutierrez,45f0cc9d18f35137,Chris Gutierrez,Decision - Split,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"August 10, 2019","Montevideo, Uruguay"
cb4dd24535ef2d94,Rogerio Bontorin,07a2bdaa0afdd831,Raulian Paiva,82b4e942781b1046,Rogerio Bontorin,TKO - Doctor's Stoppage,1,2:56,3 Rnd (5-5-5),Flyweight Bout,"August 10, 2019","Montevideo, Uruguay"
d93b589bcec80ffe,Tecia Torres,31ef8b67e13495b3,Marina Rodriguez,cd2c4d30c6e13b47,Marina Rodriguez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"August 10, 2019","Montevideo, Uruguay"
1d8a86d37c7ef3d3,Ciryl Gane,787bb1f087ccff8a,Raphael Pessoa,41f90012b86a11bf,Ciryl Gane,Submission,1,4:12,3 Rnd (5-5-5),Heavyweight Bout,"August 10, 2019","Montevideo, Uruguay"
1019f2a9c012e949,Gilbert Burns,23024fdfc966410a,Aleksei Kunchenko,e2ccd9a9ace60de7,Gilbert Burns,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"August 10, 2019","Montevideo, Uruguay"
4dd3035430a5ed43,Enrique Barzola,be0b310a12eb80b4,Bobby Moffett,d76ad9a08c4408ff,Enrique Barzola,Decision - Split,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"August 10, 2019","Montevideo, Uruguay"
8da94b2c1c0443d4,Rodolfo Vieira,260e9e0d4954aea6,Oskar Piechota,1cf7ccf64a5bf24e,Rodolfo Vieira,Submission,2,4:26,3 Rnd (5-5-5),Middleweight Bout,"August 10, 2019","Montevideo, Uruguay"
f7cce33f6563dd72,Volkan Oezdemir,0845c81e37d3bcb3,Ilir Latifi,e9a3aeb207578eea,Volkan Oezdemir,KO/TKO,2,4:31,3 Rnd (5-5-5),Light Heavyweight Bout,"August 10, 2019","Montevideo, Uruguay"
aef94727eb3897df,Eduardo Garagorri,7bde387d50829adf,Humberto Bandenay,2c2caf2f2bab9df5,Eduardo Garagorri,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"August 10, 2019","Montevideo, Uruguay"
7feadf01c5920285,Vicente Luque,6d4b63c767106d3a,Mike Perry,f2b6fdb20675b11c,Vicente Luque,Decision - Split,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"August 10, 2019","Montevideo, Uruguay"
9d80bd1f92d23dfa,Valentina Shevchenko,132deb59abae64b1,Liz Carmouche,51a0c09cbe9b8472,Valentina Shevchenko,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,"August 10, 2019","Montevideo, Uruguay"
f6ab2eec90980ac0,Claudio Silva,6f7c616b98e18c29,Cole Williams,f9a20a17d712ef7c,Claudio Silva,Submission,1,2:35,3 Rnd (5-5-5),Welterweight Bout,"August 03, 2019","Newark, New Jersey, USA"
e3acb789f7dcd34c,Lauren Murphy,729d4bd5a6cd0a97,Mara Romero Borella,82cbb809d5ee565c,Lauren Murphy,KO/TKO,3,1:46,3 Rnd (5-5-5),Women's Flyweight Bout,"August 03, 2019","Newark, New Jersey, USA"
60162c95d921d1ae,Jordan Espinosa,215a70f073a7b726,Matt Schnell,67c1d46f4ed16f9e,Matt Schnell,Submission,1,1:23,3 Rnd (5-5-5),Flyweight Bout,"August 03, 2019","Newark, New Jersey, USA"
326de7f7ec9e7035,Antonina Shevchenko,d7338bcb141abd2c,Lucie Pudilova,3cf66c62d9069f43,Antonina Shevchenko,Submission,2,1:20,3 Rnd (5-5-5),Women's Flyweight Bout,"August 03, 2019","Newark, New Jersey, USA"
f4bd11655adeb078,Mickey Gall,9e50097a89442158,Salim Touahri,cbf1c7ba5408a66f,Mickey Gall,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"August 03, 2019","Newark, New Jersey, USA"
cd6b799ec79c489a,Darko Stosic,025f0b1b58fbad01,Kennedy Nzechukwu,8667caa0451d245b,Kennedy Nzechukwu,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"August 03, 2019","Newark, New Jersey, USA"
1d9f862a47540785,Scott Holtzman,df1eb4354d18a906,Dong Hyun Ma,98a6b2361045898f,Scott Holtzman,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Lightweight Bout,"August 03, 2019","Newark, New Jersey, USA"
dc49373c52eedaa3,Trevin Giles,b27a1fcb56a3035a,Gerald Meerschaert,6ac9bc2953c47345,Gerald Meerschaert,Submission,3,1:49,3 Rnd (5-5-5),Middleweight Bout,"August 03, 2019","Newark, New Jersey, USA"
dbbd17b6995f014b,Joaquim Silva,ae7fe94f117f98cf,Nasrat Haqparast,b7b84ccd221be298,Nasrat Haqparast,KO/TKO,2,0:36,3 Rnd (5-5-5),Lightweight Bout,"August 03, 2019","Newark, New Jersey, USA"
e96d929f8207a3e0,Jim Miller,d1941565abf50b16,Clay Guida,c47df9303d318c67,Jim Miller,Submission,1,0:58,3 Rnd (5-5-5),Lightweight Bout,"August 03, 2019","Newark, New Jersey, USA"
e139628170777bef,Colby Covington,dc9572dd6ec74859,Robbie Lawler,f2925e6db404bf1d,Colby Covington,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Welterweight Bout,"August 03, 2019","Newark, New Jersey, USA"
68c77a11b2d308dd,Gillian Robertson,38c7f72747f4f712,Sarah Frota,1641ef250e9de19b,Gillian Robertson,KO/TKO,2,4:13,3 Rnd (5-5-5),Women's Flyweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
bc1787883f9328be,Alexandre Pantoja,a0f0004aadf10b71,Deiveson Figueiredo,aa72b0f831d0bfe5,Deiveson Figueiredo,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Flyweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
25c4013fc187762a,Gavin Tucker,da816417a579a0bd,SeungWoo Choi,a68575214ecad140,Gavin Tucker,Submission,3,3:17,3 Rnd (5-5-5),Featherweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
10b31e991c2d0d4e,Hakeem Dawodu,2c9d00968f818270,Yoshinori Horie,3fa7688bfe48a493,Hakeem Dawodu,KO/TKO,3,4:09,3 Rnd (5-5-5),Featherweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
dfa2fda311df08cf,Alexis Davis,4c2d90e335e6df19,Viviane Araujo,36541f1e6c5d4955,Viviane Araujo,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
dbca9f6bb7290c0d,Marc-Andre Barriault,8e9eb3fc86db0f7d,Krzysztof Jotko,4e06913c91da5200,Krzysztof Jotko,Decision - Split,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
7ed98f8d1ffae082,Olivier Aubin-Mercier,55ee431411ccf07a,Arman Tsarukyan,eae48ff31db420c2,Arman Tsarukyan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
e186bd5e556f1b5e,Geoff Neal,b997be68943010fc,Niko Price,d8da10db80131bec,Geoff Neal,KO/TKO,2,2:39,3 Rnd (5-5-5),Welterweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
240e9389cca3bd18,Cristiane Justino,634bb0de2eb043b4,Felicia Spencer,39d91e95949de3d9,Cristiane Justino,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Featherweight Bout,"July 27, 2019","Edmonton, Alberta, Canada"
c4704eab5e2f51b8,Max Holloway,150ff4cc642270b9,Frankie Edgar,f2688492b9a525a3,Max Holloway,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),UFC Featherweight Title Bout,"July 27, 2019","Edmonton, Alberta, Canada"
24bcade0007c2246,Mario Bautista,bc711b6dd95c1af6,Jin Soo Son,7c9c6a884be167fe,Mario Bautista,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"July 20, 2019","San Antonio, Texas, USA"
bc01ce748a5723df,Ray Borg,a4de54ea806fb525,Gabriel Silva,002ca196477ce572,Ray Borg,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"July 20, 2019","San Antonio, Texas, USA"
dd51d1aed9536da6,Roxanne Modafferi,4498b382c65a7faa,Jennifer Maia,8e1f36476ef02a6a,Jennifer Maia,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"July 20, 2019","San Antonio, Texas, USA"
f711b3ec6bc3c407,Sam Alvey,d156513a19acf856,Klidson Abreu,7279654c7674cd24,Klidson Abreu,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"July 20, 2019","San Antonio, Texas, USA"
017e0b7e864b0aa3,Raquel Pennington,fc169c387b4b465d,Irene Aldana,578ef12674df1e6a,Raquel Pennington,Decision - Split,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 20, 2019","San Antonio, Texas, USA"
96d33e46267d4eaf,Alex Caceres,7aa3d6964eff4877,Steven Peterson,b93c06d09d1c4ac0,Alex Caceres,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 20, 2019","San Antonio, Texas, USA"
f065dc596a08a258,Andrei Arlovski,3738e68d2261e60f,Ben Rothwell,bd58d34e39b7b12a,Andrei Arlovski,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"July 20, 2019","San Antonio, Texas, USA"
c92308bbd6107b11,Alexander Hernandez,262a7d06203657e6,Francisco Trinaldo,a8283a4f415e1eb9,Alexander Hernandez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"July 20, 2019","San Antonio, Texas, USA"
9d6b46a3cf5ec494,James Vick,6256b2b1562cb8e1,Dan Hooker,193b9d1858bc4df3,Dan Hooker,KO/TKO,1,2:33,3 Rnd (5-5-5),Lightweight Bout,"July 20, 2019","San Antonio, Texas, USA"
88b1d4f951070f83,Greg Hardy,85073dbd1be65ed9,Juan Adams,83b00f7597e5ac83,Greg Hardy,KO/TKO,1,0:45,3 Rnd (5-5-5),Heavyweight Bout,"July 20, 2019","San Antonio, Texas, USA"
15ce105716441c54,Aleksei Oleinik,98c23cb6da5b3352,Walt Harris,03f982ca3735070c,Walt Harris,KO/TKO,1,0:12,3 Rnd (5-5-5),Heavyweight Bout,"July 20, 2019","San Antonio, Texas, USA"
816662e622987a14,Rafael Dos Anjos,6a2f7c151031653d,Leon Edwards,f1fac969a1d70b08,Leon Edwards,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Welterweight Bout,"July 20, 2019","San Antonio, Texas, USA"
2d42ef44ad2470e1,Livinha Souza,dab8cfbb6b1db10a,Brianna Van Buren,b53c46f613f6f248,Brianna Van Buren,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 13, 2019","Sacramento, California, USA"
ad63c30e22e63344,Liu Pingyuan,31bbd39c0a075d4e,Jonathan Martinez,f2477cf43c4975cc,Jonathan Martinez,KO/TKO,3,3:54,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
37a8c442fb38db75,Darren Elkins,92a9aa9c93192871,Ryan Hall,8866c6f509c19089,Ryan Hall,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
60be02c5566c8348,Julianna Pena,3253b16d38ae087d,Nicco Montano,1de9ad94de18eeaf,Julianna Pena,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
b436dda934059631,Andre Fili,8fd808923cffff82,Sheymon Moraes,0d62719b1dcf7c40,Andre Fili,KO/TKO,1,3:07,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
aa6a9aeeb45577d4,Mike Rodriguez,18b602842a24f7c5,John Allan,6ebe96a116e79e52,NC,Overturned,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"July 13, 2019","Sacramento, California, USA"
9b0de83b4e504bf6,Marvin Vettori,7acbb0972e75281a,Cezar Ferreira,dbc17725b887860a,Marvin Vettori,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA"
a7cf716f5d73b558,Karl Roberson,37d5b176d438d2a5,Wellington Turman,4dcfb28c011c11b2,Karl Roberson,Decision - Split,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA"
138cb102906573f2,Josh Emmett,fba03cd6cc28dc41,Mirsad Bektic,cbd3e590a85b18c5,Josh Emmett,KO/TKO,1,4:25,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA"
75b1533cc3cafae9,Urijah Faber,78114b7199cef90c,Ricky Simon,5987b2458f4b5290,Urijah Faber,KO/TKO,1,0:46,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
edc87836fd998929,Germaine de Randamie,1d239d571e342453,Aspen Ladd,d4691518d012b9e7,Germaine de Randamie,KO/TKO,1,0:16,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA"
f6a03399c7a721cd,Ismail Naurdiev,6a96ad1bc34fb113,Chance Rencountre,1ddb480b601cefb1,Chance Rencountre,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
e9f00c16810e0e61,Edmen Shahbazyan,4144798612ef96e5,Jack Marshman,045f25b3a4c08e81,Edmen Shahbazyan,Submission,1,1:12,3 Rnd (5-5-5),Middleweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
00f4b6184f6315d0,Alejandro Perez,80daefbed11ce998,Song Yadong,efb96bf3e9ada36f,Song Yadong,KO/TKO,1,2:04,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
7fe0cec2b0f1c146,Claudia Gadelha,ec34349e7dffcde7,Randa Markos,4a57ebb14315b251,Claudia Gadelha,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
7dc551f8153bd053,Marlon Vera,7c7332319c14094c,Nohelin Hernandez,f97c5433c77522d3,Marlon Vera,Submission,2,3:25,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
c48af5eafb532d0a,Gilbert Melendez,aa5b4eff51bdc7d1,Arnold Allen,040a74bb0a465c54,Arnold Allen,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
feaffeb1af7e82ef,Diego Sanchez,82e7929bf6c2b689,Michael Chiesa,c58f51dedb310998,Michael Chiesa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
531d9676d767da66,Jan Blachowicz,99df7d0a2a08a8a8,Luke Rockhold,00e11b5c8b7bfeeb,Jan Blachowicz,KO/TKO,2,1:39,3 Rnd (5-5-5),Light Heavyweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
70af72a72b31fe4d,Jorge Masvidal,47b9e0e7703a4868,Ben Askren,0b31f87be71ebbb1,Jorge Masvidal,KO/TKO,1,0:05,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA"
69c06be4f87ccdab,Amanda Nunes,80fa8218c99f9c58,Holly Holm,634e2fb70bde3fd5,Amanda Nunes,KO/TKO,1,4:10,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,"July 06, 2019","Las Vegas, Nevada, USA"
8fcdfee81cc604e3,Jon Jones,07f72a2a7591b409,Thiago Santos,dea070ed4a2a8281,Jon Jones,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),UFC Light Heavyweight Title Bout,"July 06, 2019","Las Vegas, Nevada, USA"
e460bf4db340ca9e,Emily Whitmire,b3d21b2610dcfaeb,Amanda Ribas,beecb672a279223e,Amanda Ribas,Submission,2,2:10,3 Rnd (5-5-5),Women's Strawweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA"
