fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,winner,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,time_format,weight_class,date,location
2300ad7f87080ad7,Chris Gutierrez,45f0cc9d18f35137,Vince Morales,37098a6e6c27fb66,Chris Gutierrez,KO/TKO,2,4:27,3 Rnd (5-5-5),Featherweight Bout,"May 30, 2020","Las Vegas, Nevada, USA"
20ba608a6e717f05,Evan Dunham,e5c9de15bb58b1c6,Herbert Burns,4f140403000158b5,Herbert Burns,Submission,1,1:20,3 Rnd (5-5-5),Catch Weight Bout,"June 06, 2020","Las Vegas, Nevada, USA"
58e72b1a38880ba9,Anthony Ivy,3c5005b66696d790,Christian Aguilera,ae071698e1a3ccd4,Christian Aguilera,KO/TKO,1,0:59,3 Rnd (5-5-5),Welterweight Bout,"June 13, 2020","Las Vegas, Nevada, USA"
d333a6c34ff16397,Austin Hubbard,d2cd7a69cc55e7ed,Max Rohskopf,59a27d2e6d0802ac,Austin Hubbard,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),Lightweight Bout,"June 20, 2020","Las Vegas, Nevada, USA"
0f369d09416b9e34,Jordan Griffin,ebef46976554f975,Youssef Zalal,52c2ae6d2f2d2613,Youssef Zalal,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"June 27, 2020","Las Vegas, Nevada, USA"
5d6fb4acfe5cc8a1,Martin Day,ea3dcc417c322064,Davey Grant,113df4fde64735c6,Davey Grant,KO/TKO,3,2:38,3 Rnd (5-5-5),Bantamweight Bout,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
f3c42ce9fad55eb7,Jack Shore,b8a85389d115e35a,Aaron Phillips,34c2b3656f88f7ef,Jack Shore,Submission,2,2:29,3 Rnd (5-5-5),Bantamweight Bout,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
147e31abbe3927d0,Carlos Felipe,a2ea77e974c5889f,Serghei Spivac,e2f6b2769aaedd6c,Serghei Spivac,Decision - Majority,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
67db05bac9165722,Nathaniel Wood,329e403448756217,John Castaneda,5fa2974cbd18e05c,Nathaniel Wood,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
dcf161082c849205,Chris Gutierrez,45f0cc9d18f35137,Cody Durden,7f6ed67d3ed3c036,Draw,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"August 01, 2020","Las Vegas, Nevada, USA"
96fe84d051847591,Sabina Mazo,70d2329a92864fdb,JJ Aldrich,6fd953151d981979,Sabina Mazo,Decision - Split,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"January 18, 2020","Las Vegas, Nevada, USA"
901dbd1e6463c4ba,Herbert Burns,4f140403000158b5,Nate Landwehr,583ee11abddfc581,Herbert Burns,KO/TKO,1,2:43,3 Rnd (5-5-5),Featherweight Bout,"January 25, 2020","Raleigh, North Carolina, USA"
a6441acec6718f03,Austin Lingo,305d73ede05e31ad,Youssef Zalal,52c2ae6d2f2d2613,Youssef Zalal,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"February 08, 2020","Houston, Texas, USA"
8725dc88f2e0a6f3,Mark De La Rosa,f57dd0bfa8c17813,Raulian Paiva,82b4e942781b1046,Raulian Paiva,KO/TKO,2,4:42,3 Rnd (5-5-5),Flyweight Bout,"February 15, 2020","Rio Rancho, New Mexico, USA"
102fb91414fd24ab,Priscila Cachoeira,b1e5bcaad32a3cac,Shana Dobson,122ac9b816d8b71c,Priscila Cachoeira,KO/TKO,1,0:40,3 Rnd (5-5-5),Women's Flyweight Bout,"February 22, 2020","Auckland, New Zealand"
